"Новый: Время (с)";"Новый: Угол (rad)";"Новый: Скорость (rad/с)";"Новый: Ускорение (rad/с²)"
182.7;-3695.57761147;-10.4719755167;0.183152089524
182.75;-3696.10121024;-10.4622792333;0.474040160502
182.8;-3696.62480902;-10.4331904111;0.813409589504
182.85;-3697.14840779;-10.3459239611;0.49020044753
182.9;-3697.65455328;-10.3459239611;-0.490200425924
182.95;-3698.17815205;-10.4331904111;-0.813409503081
183;-3698.70175083;-10.4622792278;-0.468653157409
183.05;-3699.2253496;-10.4719755;-0.145444083342
183.1;-3699.74894838;-10.4719755;0.14544408333
183.15;-3700.27254715;-10.4622792278;0.474039975309
183.2;-3700.79614593;-10.4331904111;0.851117228397
183.25;-3701.3197447;-10.3459239611;0.673352237643
183.3;-3701.82589019;-10.3362276889;-0.0107736358141
183.35;-3702.34948896;-10.3944053222;0.0377077253102
183.4;-3702.87308774;-10.3362276889;0.199312262345
183.45;-3703.37923322;-10.3362276889;-0.193925444433
183.5;-3703.902832;-10.3944053222;1.36118277144E-011
183.55;-3704.42643077;-10.3362276889;0.193925444446
183.6;-3704.93257626;-10.3362276889;-0.199312262345
183.65;-3705.45617503;-10.3944053222;-0.0323209074039
183.7;-3705.97977381;-10.3362276889;0.0484813611183
183.75;-3706.48591929;-10.3459239611;-0.484813611116
183.8;-3707.00951807;-10.4234941389;-0.339369524708
183.85;-3707.53311684;-10.4234941389;0.522521354924
183.9;-3708.05671562;-10.3362276889;0.824183225313
183.95;-3708.5628611;-10.3071388667;0.506361067921
184;-3709.08645988;-10.2974425833;0.328596172846
184.05;-3709.59260536;-10.2877462722;0.328595895058
184.1;-3710.11620413;-10.2683537667;0.344756083331
184.15;-3710.62234962;-10.2101761444;-0.323209172845
184.2;-3711.1284951;-10.2974425944;-0.980400759268
184.25;-3711.65209388;-10.3847090333;-0.323208811732
184.3;-3712.17569265;-10.3265313611;0.339369524697
184.35;-3712.68183813;-10.3071388556;0.290887885812
184.4;-3713.20543691;-10.2974425944;0.150830719144
184.45;-3713.71158239;-10.2974426;0.0700285648203
184.5;-3714.23518117;-10.2974426;0.188538694436
184.55;-3714.74132665;-10.2877463222;0.474040157386
184.6;-3715.26492543;-10.2586574944;0.818796601848
184.65;-3715.77107091;-10.1713910056;0.522521339522
184.7;-3716.27721639;-10.1713910444;-0.33936979011
184.75;-3716.78336188;-10.2489612333;-0.490200527783
184.8;-3717.30696065;-10.2586575056;0.0161605524486
184.85;-3717.81310614;-10.2004798611;-0.177764728401
184.9;-3718.31925162;-10.2683537278;-0.490200428999
184.95;-3718.84285039;-10.2877463111;-0.140057527763
185;-3719.34899588;-10.2877463222;0.360916700615
185.05;-3719.87259465;-10.2586575056;0.964240506155
185.1;-3720.37874014;-10.1616947722;0.958853867281
185.15;-3720.88488562;-10.1326059167;0.328595975323
185.2;-3721.3910311;-10.13260595;-0.285501441346
185.25;-3721.89717659;-10.1616947667;-0.775701663588
185.3;-3722.40332207;-10.2489611833;-0.484813611132
185.35;-3722.92692084;-10.2489612167;0.490200317901
185.4;-3723.43306633;-10.1616947667;0.808022796313
185.45;-3723.93921181;-10.1326059167;0.436332250017
185.5;-3724.44535729;-10.1229096778;-1.11106848166E-007
185.55;-3724.95150278;-10.13260595;-0.436332138902
185.6;-3725.45764826;-10.1616947333;-0.808022685199
185.65;-3725.96379374;-10.2489612167;-0.484813722232
185.7;-3726.48739252;-10.2489612167;0.527908268526
185.75;-3726.993538;-10.1616947333;0.996561330261
185.8;-3727.49968348;-10.1229096778;0.948079922839
185.85;-3728.00582897;-10.0841245833;0.996561592585
185.9;-3728.51197445;-9.99685808889;0.527908367274
185.95;-3729.00066664;-9.99685808889;-0.484813824066
186;-3729.50681212;-10.0841245833;-0.813409783938
186.05;-3730.01295761;-10.1132134056;-0.474039947536
186.1;-3730.51910309;-10.1229096444;-0.183151827168
186.15;-3731.02524857;-10.1229096778;-0.037707839515
186.2;-3731.53139406;-10.1229096778;-0.00538670370117
186.25;-3732.03753954;-10.1229096444;0.00538683642392
186.3;-3732.54368502;-10.1229096778;0.0377076975194
186.35;-3733.04983051;-10.1229096722;0.183152089505
186.4;-3733.55597599;-10.1132133556;0.474040191373
186.45;-3734.06212147;-10.0841245389;0.81879612656
186.5;-3734.56826695;-9.99685813333;0.527907956789
186.55;-3735.05695915;-9.99685813333;-0.307048422862
186.6;-3735.56310463;-10.0744282667;-0.339369330253
186.65;-3736.06925011;-10.0744282667;0.339369330265
186.7;-3736.57539559;-9.99685813333;0.312435240756
186.75;-3737.06408779;-9.99685813333;-0.490200231489
186.8;-3737.57023327;-10.0841245389;-0.635644314838
186.85;-3738.07637875;-10.1035170833;0.00538662345605
186.9;-3738.58252423;-10.0841245833;0.667965240759
186.95;-3739.08866972;-9.99685813333;0.641031611122
187;-3739.57736191;-9.98716181111;0.0161608178928
187.05;-3740.08350739;-10.0453394333;0.188538626524
187.1;-3740.58965287;-9.97746553889;0.527907790122
187.15;-3741.07834506;-9.95807304444;0.323208793221
187.2;-3741.58449055;-9.94837677222;0.118510172841
187.25;-3742.07318274;-9.94837672778;-0.118509799381
187.3;-3742.57932822;-9.958073;-0.317822450611
187.35;-3743.06802041;-9.97746558889;-0.490200608022
187.4;-3743.5741659;-10.0453394944;2.80859411777E-007
187.45;-3744.08031138;-9.97746553889;0.490200793202
187.5;-3744.56900357;-9.95807298333;0.323209074071
187.55;-3745.07514905;-9.94837672222;0.156217358026
187.6;-3745.56384124;-9.94837677222;0.0646415555513
187.65;-3746.06998673;-9.94837677222;0.15621800309
187.7;-3746.55867892;-9.93868045;0.328596358041
187.75;-3747.0648244;-9.91928788889;0.522521604941
187.8;-3747.55351659;-9.85141397778;0.150830984555
187.85;-3748.04220878;-9.90959161111;-0.166991438287
187.9;-3748.54835426;-9.90959161667;0.166991086422
187.95;-3749.03704645;-9.851414;-0.145444549366
188;-3749.52573864;-9.91928795555;-0.490200712966
188.05;-3750.03188413;-9.9386805;-0.177764731488
188.1;-3750.52057632;-9.93868045;0.177765351858
188.15;-3751.0267218;-9.91928789444;0.495587246922
188.2;-3751.51541399;-9.851414;0.183151447534
188.25;-3752.00410618;-9.90959168333;0.0161601944269
188.3;-3752.51025167;-9.89989541111;0.641031614176
188.35;-3752.99894386;-9.81262891111;0.667965885809
188.4;-3753.48763605;-9.79323635;0.00538708952645
188.45;-3753.97632824;-9.81262888889;-0.630257589493
188.5;-3754.46502043;-9.89989533889;-0.457879503092
188.55;-3754.97116591;-9.89989533889;0.457879503068
188.6;-3755.4598581;-9.81262888889;0.630257589503
188.65;-3755.94855029;-9.79323635;-2.71595073345E-007
188.7;-3756.43724248;-9.81262891111;-0.630258160488
188.75;-3756.92593467;-9.89989541111;-0.452492984566
188.8;-3757.43208016;-9.89989541111;0.495587527774
188.85;-3757.92077235;-9.81262891111;0.813409969126
188.9;-3758.40946454;-9.78354007778;0.474040246919
188.95;-3758.89815673;-9.7738438;0.1831519136
189;-3759.38684892;-9.7738438;0.0377077469181
189.05;-3759.87554111;-9.7738438;0.00538682097571
189.1;-3760.3642333;-9.7738438;-1.55095689378E-011
189.15;-3760.85292549;-9.7738438;-1.04114248087E-012
189.2;-3761.34161768;-9.7738438;1.14959893457E-011
189.25;-3761.83030987;-9.7738438;-5.19979121489E-012
189.3;-3762.31900206;-9.7738438;-7.28997109592E-012
189.35;-3762.80769425;-9.7738438;-3.08407521743E-009
189.4;-3763.29638644;-9.7738438;-2.16070193836E-008
189.45;-3763.78507863;-9.7738438;0.00538671605777
189.5;-3764.27377082;-9.77384380555;0.0377074753166
189.55;-3764.76246301;-9.77384382222;0.183151444437
189.6;-3765.2511552;-9.76414759445;0.474039944447
189.65;-3765.7398474;-9.73505876111;0.81879696606
189.7;-3766.22853959;-9.64779221667;0.527908651243
189.75;-3766.69977848;-9.64779221666;-0.307048990742
189.8;-3767.18847067;-9.72536248333;-0.339369901252
189.85;-3767.67716287;-9.72536248333;0.339370003075
189.9;-3768.16585506;-9.64779221111;0.307049160492
189.95;-3768.63709395;-9.6477922;-0.522521635806
190;-3769.12578614;-9.73505871111;-0.78108940741
190.05;-3769.61447833;-9.76414759445;-0.2855017932
190.1;-3770.10317053;-9.76414759444;0.328596259274
190.15;-3770.59186272;-9.73505871667;0.964241148154
190.2;-3771.08055491;-9.63809593889;0.996561666669
190.25;-3771.5517938;-9.60900715;0.506360891964
190.3;-3772.040486;-9.59931087778;0.156217836408
190.35;-3772.51172489;-9.59931084444;-0.113123259257
190.4;-3773.00041708;-9.60900715556;-0.323209373457
190.45;-3773.47165598;-9.62839971111;-0.522521524684
190.5;-3773.96034817;-9.69627362222;-0.150830987649
190.55;-3774.44904036;-9.63809598889;0.166991336408
190.6;-3774.92027926;-9.63809598889;-0.166991358029
190.65;-3775.40897145;-9.69627362222;0.150830901239
190.7;-3775.89766364;-9.62839971667;0.527908154317
190.75;-3776.36890254;-9.60900717222;0.360916799374
190.8;-3776.85759473;-9.5993109;0.301661805559
190.85;-3777.32883363;-9.58961462778;0.355530003097
190.9;-3777.81752582;-9.57022208333;0.495587351854
190.95;-3778.28876472;-9.50234817222;0.00538708951511
191;-3778.76000362;-9.57022206111;-0.457879055549
191.05;-3779.24869581;-9.58961455555;-0.172377891982
191.1;-3779.7199347;-9.58961455556;0.172377891968
191.15;-3780.20862689;-9.57022206111;0.457879055544
191.2;-3780.67986579;-9.50234817222;-2.71608385166E-007
191.25;-3781.15110469;-9.57022208333;-0.457879626534
191.3;-3781.63979688;-9.58961462778;-0.172378191353
191.35;-3782.11103578;-9.58961462778;0.177765009256
191.4;-3782.59972797;-9.57022208333;0.495587351856
191.45;-3783.07096687;-9.50234817222;0.183152080257
191.5;-3783.54220577;-9.56052578889;0.0161609197432
191.55;-3784.03089796;-9.55082946667;0.641031611103
191.6;-3784.50213685;-9.46356301667;0.667965138896
191.65;-3784.97337575;-9.44417052222;0.00538635494081
191.7;-3785.44461465;-9.46356308333;-0.630257944436
191.75;-3785.91585355;-9.55082953889;-0.457879521601
191.8;-3786.40454574;-9.55082953333;0.457879771591
191.85;-3786.87578464;-9.46356306667;0.630258157401
191.9;-3787.34702354;-9.44417047222;2.80865173094E-007
191.95;-3787.81826243;-9.46356301667;-0.630257972227
192;-3788.28950133;-9.55082951667;-0.452493148154
192.05;-3788.77819352;-9.55082953333;0.495587080253
192.1;-3789.24943242;-9.46356308333;0.813409669764
192.15;-3789.72067132;-9.43447425;0.474040419751
192.2;-3790.19191022;-9.42477792778;0.183152089511
192.25;-3790.66314911;-9.42477792778;0.0377074660536
192.3;-3791.13438801;-9.42477797778;0.00538645677416
192.35;-3791.60562691;-9.42477798889;-1.23279164654E-011
192.4;-3792.07686581;-9.42477797778;3.61119617172E-007
192.45;-3792.54810471;-9.42477792778;2.62362703414E-007
192.5;-3793.0193436;-9.42477792778;-2.62344166144E-007
192.55;-3793.4905825;-9.42477797778;-3.61113473938E-007
192.6;-3793.9618214;-9.42477798889;2.54907206454E-012
192.65;-3794.4330603;-9.42477797778;3.61104740184E-007
192.7;-3794.9042992;-9.42477792778;2.62349088626E-007
192.75;-3795.37553809;-9.42477792778;0.00538655555961
192.8;-3795.84677699;-9.42477797778;0.0377073641817
192.85;-3796.31801589;-9.42477798889;0.18315180863
192.9;-3796.78925479;-9.41508170556;0.474040339516
192.95;-3797.26049369;-9.38599283889;0.818796601871
193;-3797.73173258;-9.29872638889;0.527907975311
193.05;-3798.18551819;-9.29872643333;-0.307048814821
193.1;-3798.65675709;-9.37629661111;-0.339369330251
193.15;-3799.12799599;-9.37629656667;0.339369725297
193.2;-3799.59923488;-9.29872638889;0.312435240741
193.25;-3800.05302049;-9.29872643333;-0.490200626533
193.3;-3800.52425939;-9.38599288333;-0.635644314813
193.35;-3800.99549829;-9.40538538333;0.00538701542615
193.4;-3801.46673718;-9.38599283889;0.66796522223
193.45;-3801.93797608;-9.29872643333;0.641031135818
193.5;-3802.39176169;-9.28903016111;0.0161606697457
193.55;-3802.86300059;-9.34720775;0.183152089496
193.6;-3803.33423948;-9.27933383889;0.495587219136
193.65;-3803.78802509;-9.25994132778;0.177765009249
193.7;-3804.25926399;-9.25994129445;-0.172378058647
193.75;-3804.71304959;-9.27933383889;-0.457879635794
193.8;-3805.18428849;-9.34720777778;-1.85162324979E-008
193.85;-3805.65552739;-9.27933383889;0.457879549372
193.9;-3806.10931299;-9.2599413;0.172377891973
193.95;-3806.58055189;-9.25994134445;-0.172378385784
194;-3807.0343375;-9.27933388889;-0.457879308633
194.05;-3807.5055764;-9.34720775;0.00538709875417
194.1;-3807.97681529;-9.27933383889;0.495587219135
194.15;-3808.4306009;-9.25994132778;0.355530000005
194.2;-3808.9018398;-9.25024502222;0.30166191666
194.25;-3809.3556254;-9.24054875;0.360916688264
194.3;-3809.8268643;-9.22115623889;0.527908154325
194.35;-3810.28064991;-9.1532823;0.150831015441
194.4;-3810.73443551;-9.21145993333;-0.166991447529
194.45;-3811.20567441;-9.21145996667;0.166991438278
194.5;-3811.65946002;-9.15328229444;-0.145443802471
194.55;-3812.11324562;-9.22115618889;-0.490200327183
194.6;-3812.58448452;-9.24054873334;-0.177765092604
194.65;-3813.03827012;-9.24054874445;0.177764709891
194.7;-3813.50950902;-9.22115623889;0.495587163598
194.75;-3813.96329463;-9.1532823;0.177765083324
194.8;-3814.41708023;-9.21145993333;-0.0161605679157
194.85;-3814.88831913;-9.20176369445;0.495587246922
194.9;-3815.34210474;-9.12419348333;0.377077367299
194.95;-3815.79589034;-9.12419348333;-0.333982802464
195;-3816.24967595;-9.20176369444;-0.307048533952
195.05;-3816.72091485;-9.20176365555;0.522521635795
195.1;-3817.17470045;-9.11449719444;0.781088780849
195.15;-3817.62848606;-9.08540837222;0.290888234561
195.2;-3818.08227166;-9.08540837222;-0.290888234552
195.25;-3818.53605727;-9.11449719444;-0.775701959868
195.3;-3818.98984287;-9.20176365555;-0.484813891989
195.35;-3819.46108177;-9.20176369445;0.490200429002
195.4;-3819.91486738;-9.11449720556;0.813409783962
195.45;-3820.36865298;-9.08540837778;0.474040157426
195.5;-3820.82243859;-9.0757121;0.183151876542
195.55;-3821.27622419;-9.0757121;0.0377076574013
195.6;-3821.7300098;-9.07571210555;0.00538663580243
195.65;-3822.1837954;-9.07571211667;-2.80875240103E-007
195.7;-3822.63758101;-9.07571215556;-1.06334694136E-011
195.75;-3823.09136662;-9.07571211667;2.80861086487E-007
195.8;-3823.54515222;-9.07571210556;1.85193017464E-007
195.85;-3823.99893783;-9.0757121;8.64290604517E-008
195.9;-3824.45272343;-9.0757121;1.54263446461E-008
195.95;-3824.90650904;-9.0757121;-1.54340125865E-008
196;-3825.36029464;-9.0757121;-8.64098570474E-008
196.05;-3825.81408025;-9.07571210555;0.00538663272024
196.1;-3826.26786585;-9.07571211667;0.037707444436
196.15;-3826.72165146;-9.07571215556;0.183151808636
196.2;-3827.17543707;-9.06601584445;0.474040256187
196.25;-3827.62922267;-9.03692701666;0.818796506182
196.3;-3828.08300828;-8.94966056111;0.527908243812
196.35;-3828.51934059;-8.94966056111;-0.307048583346
196.4;-3828.9731262;-9.02723073889;-0.339369441348
196.45;-3829.4269118;-9.02723073333;0.344756512361
196.5;-3829.88069741;-8.94966054444;0.3447565432
196.55;-3830.31702972;-8.94966051111;-0.344756512361
196.6;-3830.77081532;-9.02723073889;-0.344756824064
196.65;-3831.22460093;-9.02723078333;0.344756327173
196.7;-3831.67838654;-8.94966056111;0.344756737649
196.75;-3832.11471885;-8.94966051667;-0.344756345689
196.8;-3832.56850445;-9.02723073889;-0.339369919748
196.85;-3833.02229006;-9.02723078333;0.377077271612
196.9;-3833.47607567;-8.94966056111;0.495587725299
196.95;-3833.91240798;-8.93996423889;-0.0161602870411
197;-3834.36619358;-8.99814190556;0.183151611123
197.05;-3834.81997919;-8.93026801111;0.527907990745
197.1;-3835.2563115;-8.91087547222;0.328595827147
197.15;-3835.71009711;-8.9011792;0.150830969121
197.2;-3836.14642942;-8.90117919445;0.032321089511
197.25;-3836.60021503;-8.90117918333;0.00538709877903
197.3;-3837.03654734;-8.90117914444;-0.00538681789511
197.35;-3837.49033294;-8.90117918333;-0.0323211882794
197.4;-3837.92666526;-8.90117919445;-0.145444265437
197.45;-3838.38045086;-8.91087547222;-0.290888234552
197.5;-3838.81678318;-8.93026801666;-0.339369459869
197.55;-3839.27056878;-8.98844564444;0.328596074057
197.6;-3839.72435439;-8.90117918333;1.01272204628
197.65;-3840.1606867;-8.81391269445;0.474039978408
197.7;-3840.59701901;-8.86239409444;-0.0107738981307
197.75;-3841.05080462;-8.86239410555;0.231633070977
197.8;-3841.48713693;-8.80421647222;0.00538691664245
197.85;-3841.92346925;-8.86239409445;-0.193925182105
197.9;-3842.37725485;-8.86239405556;0.193925444464
197.95;-3842.81358716;-8.80421646111;-2.6232350514E-007
198;-3843.24991948;-8.86239410555;-0.193925543217
198.05;-3843.70370508;-8.86239410556;0.193925543194
198.1;-3844.1400374;-8.80421646111;2.62349252446E-007
198.15;-3844.57636971;-8.86239405556;-0.193925444434
198.2;-3845.03015531;-8.86239409444;0.199312003083
198.25;-3845.46648763;-8.80421647222;0.0377076450461
198.3;-3845.90281994;-8.86239410556;-0.0107734506258
198.35;-3846.35660555;-8.85269781667;0.667965867295
198.4;-3846.79293786;-8.76543131667;0.813409780878
198.45;-3847.22927017;-8.7363425;0.296274706788
198.5;-3847.66560248;-8.73634255;-0.290888611124
198.55;-3848.1019348;-8.76543138333;-0.775701944451
198.6;-3848.53826711;-8.85269783333;-0.484813444433
198.65;-3848.99205272;-8.85269781667;0.490200876555
198.7;-3849.42838503;-8.76543131667;0.808022981479
198.75;-3849.86471734;-8.7363425;0.43633205555
198.8;-3850.30104965;-8.72664627222;-2.80858892686E-007
198.85;-3850.73738197;-8.73634255;-0.436332240736
198.9;-3851.17371428;-8.76543133333;-0.808022787049
198.95;-3851.61004659;-8.85269782222;-0.490200709885
199;-3852.0638322;-8.85269783333;0.495587166669
199.05;-3852.50016451;-8.76543138333;0.851117432109
199.1;-3852.93649683;-8.73634255;0.657192317907
199.15;-3853.37282914;-8.71694995;0.657192249987
199.2;-3853.80916145;-8.68786112222;0.851117246906
199.25;-3854.24549376;-8.60059468333;0.495586867289
199.3;-3854.66437278;-8.60059473333;-0.490200793197
199.35;-3855.1007051;-8.68786118889;-0.81340949382
199.4;-3855.53703741;-8.71694997222;-0.474039996925
199.45;-3855.97336972;-8.72664627778;-0.183151922853
199.5;-3856.40970204;-8.72664627778;-0.03770761112
199.55;-3856.84603435;-8.72664624445;-0.00538679938185
199.6;-3857.28236666;-8.72664627778;0.00538679014167
199.65;-3857.71869898;-8.72664627222;0.037708006186
199.7;-3858.15503129;-8.72664622778;0.183152024688
199.75;-3858.5913636;-8.71694995556;0.479426601846
199.8;-3859.02769591;-8.68786118333;0.851117049389
199.85;-3859.46402823;-8.60059473333;0.673352518523
199.9;-3859.88290725;-8.59089841111;-0.0161600895205
199.95;-3860.31923956;-8.64907603333;0.00538681789107
200;-3860.75557187;-8.59089841111;0.0538678148188
200.05;-3861.17445089;-8.60059473333;-0.490200709865
200.1;-3861.61078321;-8.67816491111;-0.377077074068
200.15;-3862.04711552;-8.67816486667;0.339369722212
200.2;-3862.48344783;-8.60059468889;0.344756148141
200.25;-3862.90232685;-8.60059473333;-0.344756543209
200.3;-3863.33865917;-8.67816491111;-0.33936933024
200.35;-3863.77499148;-8.67816486667;0.377077450626
200.4;-3864.21132379;-8.60059468889;0.495587052463
200.45;-3864.63020281;-8.59089846111;-0.0161606327241
200.5;-3865.06653513;-8.64907609444;0.183152089504
200.55;-3865.50286744;-8.58120213889;0.527908518526
200.6;-3865.92174646;-8.56180958333;0.328595891986
200.65;-3866.35807877;-8.55211332222;0.150830540117
200.7;-3866.77695779;-8.55211337222;0.0323206481371
200.75;-3867.21329011;-8.55211337222;0.00538709875489
200.8;-3867.63216913;-8.55211332222;4.44440951202E-007
200.85;-3868.06850144;-8.55211330556;1.66682718985E-007
200.9;-3868.48738046;-8.55211330555;-1.66649871187E-007
