Новый: Время (с)	Новый: Угол (rad)	Новый: Скорость (rad/с)	Новый: Ускорение (rad/с?)
28.8	-523.2148032	-16.52245025	0.78647553
28.85	-524.0351079	-16.40609497	1.62681923
28.9	-524.8554127	-16.28973969	1.142005573
28.95	-525.6582641	-16.27034714	0.166991403
29	-526.4785689	-16.32852478	0.037707748
29.05	-527.2988736	-16.27034714	0.026934102
29.1	-528.1017251	-16.28004341	-0.63564462
29.15	-528.9220298	-16.36730987	-0.667965536
29.2	-529.7423346	-16.38670242	-8.64E-09
29.25	-530.5626393	-16.36730988	0.667965516
29.3	-531.3829441	-16.28004341	0.635644594
29.35	-532.1857955	-16.27034714	-0.016160457
29.4	-533.0061003	-16.32852478	0.037707758
29.45	-533.826405	-16.27034714	0.204699125
29.5	-534.6292565	-16.27034714	-0.161604575
29.55	-535.4495612	-16.32852478	0.150830901
29.6	-536.269866	-16.26065087	0.522521426
29.65	-537.0727174	-16.24125832	0.328595974
29.7	-537.8930222	-16.23156204	0.150830935
29.75	-538.6958736	-16.23156204	0.032320894
29.8	-539.5161784	-16.23156204	0.005386774
29.85	-540.3190298	-16.23156205	-2.96E-08
29.9	-541.1393346	-16.23156205	0.005386838
29.95	-541.942186	-16.23156204	0.03770776
30	-542.7624908	-16.23156204	0.183151837
30.05	-543.5653422	-16.22186577	0.474040056
30.1	-544.385647	-16.19277695	0.818796463
30.15	-545.1884984	-16.10551048	0.522521388
30.2	-545.9913499	-16.10551049	-0.339369633
30.25	-546.7942014	-16.18308068	-0.484813711
30.3	-547.6145061	-16.19277695	0.053868205
30.35	-548.4173576	-16.13459931	0.005386863
30.4	-549.220209	-16.19277695	-0.016160429
30.45	-550.0405138	-16.18308067	0.673352325
30.5	-550.8433652	-16.09581421	0.84573051
30.55	-551.6462167	-16.06672539	0.447105938
30.6	-552.4490681	-16.05702912	0.037707732
30.65	-553.2519196	-16.06672539	-0.25318046
30.7	-554.054771	-16.08611794	-0.333982721
30.75	-554.8576225	-16.14429558	0.323209158
30.8	-555.6779273	-16.05702911	0.980400998
30.85	-556.4633254	-15.96976265	0.323209083
30.9	-557.2661769	-16.0279403	-0.339369613
30.95	-558.0690283	-16.04733285	-0.290888227
31	-558.8718798	-16.05702912	-0.14544411
31.05	-559.6747312	-16.05702912	-0.026934094
31.1	-560.4775827	-16.05702912	0.032320913
31.15	-561.2804341	-16.05702912	0.18315184
31.2	-562.0832856	-16.04733285	0.474040057
31.25	-562.8861371	-16.01824402	0.813409643
31.3	-563.6889885	-15.93097756	0.495587332
31.35	-564.4743867	-15.93097756	-0.452492781
31.4	-565.2772381	-16.01824402	-0.624870984
31.45	-566.0800896	-16.03763657	0.037707732
31.5	-566.882941	-16.01824402	0.818796461
31.55	-567.6857925	-15.92128129	0.964240568
31.6	-568.4711907	-15.89219246	0.50097414
31.65	-569.2740421	-15.88249619	0.156217719
31.7	-570.0594403	-15.88249619	-0.113123242
31.75	-570.8622917	-15.89219247	-0.317822339
31.8	-571.6476899	-15.91158502	-0.490200485
31.85	-572.4505414	-15.97945893	4.63E-08
31.9	-573.2533928	-15.91158501	0.495587357
31.95	-574.038791	-15.89219246	0.355530043
32	-574.8416424	-15.88249619	0.301661829
32.05	-575.6270406	-15.87279992	0.355529996
32.1	-576.4298921	-15.85340738	0.495587304
32.15	-577.2152902	-15.78553346	0.005386845
32.2	-578.0006884	-15.85340737	-0.452492745
32.25	-578.8035398	-15.87279992	-0.14005729
32.3	-579.588938	-15.87279992	0.323209093
32.35	-580.3917895	-15.8437111	0.786475521
32.4	-581.1771876	-15.75644464	0.522521444
32.45	-581.9625858	-15.75644463	-0.307048654
32.5	-582.7479839	-15.83401482	-0.339369606
32.55	-583.5508354	-15.83401483	0.344756385
32.6	-584.3362336	-15.75644464	0.344756424
32.65	-585.1216317	-15.75644463	-0.339369569
32.7	-585.9070299	-15.83401482	-0.307048703
32.75	-586.7098814	-15.83401483	0.5279082
32.8	-587.4952795	-15.74674837	0.818796443
32.85	-588.2806777	-15.71765954	0.474040065
32.9	-589.0660758	-15.70796327	0.183151866
32.95	-589.851474	-15.70796326	0.037707732
33	-590.6368722	-15.70796327	0.005386793
33.05	-591.4222703	-15.70796327	0.005386809
33.1	-592.2076685	-15.70796327	0.03770774
33.15	-592.9930667	-15.70796327	0.183151858
33.2	-593.7784648	-15.69826699	0.47404004
33.25	-594.563863	-15.66917817	0.813409595
33.3	-595.3492611	-15.58191171	0.490200513
33.35	-596.117206	-15.58191171	-0.490200466
33.4	-596.9026042	-15.66917817	-0.808022807
33.45	-597.6880023	-15.69826699	-0.436332345
33.5	-598.4734005	-15.70796327	0.005386802
33.55	-599.2587987	-15.698267	0.474040048
33.6	-600.0441968	-15.66917817	0.99117466
33.65	-600.829595	-15.57221544	0.964240561
33.7	-601.5975399	-15.54312661	0.328595932
33.75	-602.382938	-15.54312662	-0.285501418
33.8	-603.1508829	-15.57221544	-0.775701895
33.85	-603.9362811	-15.6594819	-0.484813649
33.9	-604.7216792	-15.6594819	0.490200505
33.95	-605.5070774	-15.57221544	0.813409577
34	-606.2750223	-15.54312662	0.474040012
34.05	-607.0604204	-15.53343035	0.18315186
34.1	-607.8283653	-15.53343034	0.037707777
34.15	-608.6137635	-15.53343034	0.005386845
34.2	-609.3817083	-15.53343034	8.33E-09
34.25	-610.1671065	-15.53343034	0.00538681
34.3	-610.9350514	-15.53343034	0.037707703
34.35	-611.7204495	-15.53343034	0.183151785
34.4	-612.4883944	-15.52373407	0.47404001
34.45	-613.2737926	-15.49464525	0.813409641
34.5	-614.0417374	-15.40737879	0.490200551
34.55	-614.8096823	-15.40737878	-0.484813658
34.6	-615.5776272	-15.49464525	-0.775701912
34.65	-616.3630253	-15.52373407	-0.285501398
34.7	-617.1309702	-15.52373407	0.32859595
34.75	-617.9163684	-15.49464525	0.964240534
34.8	-618.6843132	-15.39768251	0.991174626
34.85	-619.4522581	-15.36859369	0.474040056
34.9	-620.220203	-15.35889742	0.005386855
34.95	-620.9881479	-15.36859369	-0.436332297
35	-621.7560927	-15.39768251	-0.808022842
35.05	-622.5240376	-15.48494898	-0.490200533
35.1	-623.3094358	-15.48494898	0.490200533
35.15	-624.0773806	-15.39768251	0.81340966
35.2	-624.8453255	-15.36859369	0.474040027
35.25	-625.6132704	-15.35889742	0.183151793
35.3	-626.3812152	-15.35889742	0.037707705
35.35	-627.1491601	-15.35889742	0.005386809
35.4	-627.917105	-15.35889742	0.005386819
35.45	-628.6850499	-15.35889742	0.03770774
35.5	-629.4529947	-15.35889742	0.183151857
35.55	-630.2209396	-15.34920114	0.474040078
35.6	-630.9888845	-15.32011232	0.818796453
35.65	-631.7568293	-15.23284586	0.527908214
35.7	-632.5073209	-15.23284586	-0.307048655
35.75	-633.2752658	-15.31041605	-0.339369564
35.8	-634.0432107	-15.31041605	0.344756357
35.85	-634.8111555	-15.23284586	0.344756364
35.9	-635.5616471	-15.23284586	-0.339369547
35.95	-636.329592	-15.31041605	-0.307048636
36	-637.0975369	-15.31041605	0.522521377
36.05	-637.8654817	-15.22314959	0.786475484
36.1	-638.6159733	-15.19406077	0.323209133
36.15	-639.3839182	-15.19406077	-0.145444072
36.2	-640.1344098	-15.21345331	-0.484813669
36.25	-640.9023546	-15.28132723	-0.14005728
36.3	-641.6702995	-15.22314959	0.199312297
36.35	-642.4207911	-15.22314959	-0.016160465
36.4	-643.1887359	-15.27163096	0.479426857
36.45	-643.9566808	-15.18436449	1.045042823
36.5	-644.7071724	-15.09709803	0.479426867
36.55	-645.457664	-15.1455794	-0.016160447
36.6	-646.2256088	-15.1455794	0.199312287
36.65	-646.9761004	-15.08740176	-0.140057283
36.7	-647.726592	-15.15527567	-0.484813675
36.75	-648.4945369	-15.17466822	-0.140057298
36.8	-649.2450284	-15.17466822	0.355530002
36.85	-650.0129733	-15.1455794	0.93191962
36.9	-650.7634649	-15.04861666	0.813409644
36.95	-651.5139565	-15.02922411	0.037707731
37	-652.2644481	-15.04861666	-0.630257806
37.05	-653.0149396	-15.13588313	-0.490200485
37.1	-653.7828845	-15.13588312	0.317822332
37.15	-654.5333761	-15.05831293	0.377077297
37.2	-655.2838677	-15.05831294	-0.156217774
37.25	-656.0343592	-15.12618685	0.166991386
37.3	-656.8023041	-15.09709803	1.335931067
37.35	-657.5527957	-14.9225651	1.271289232
37.4	-658.285834	-14.89347628	-0.199312285
37.45	-659.0363256	-14.98074274	-1.098911039
37.5	-659.7868171	-15.03892039	-1.212034239
37.55	-660.5373087	-15.13588313	-0.484813669
37.6	-661.3052536	-15.12618685	0.926532849
37.65	-662.0557452	-15.00983156	1.62143242
37.7	-662.8062367	-14.89347628	0.969627323
37.75	-663.539275	-14.88378001	-0.26934095
37.8	-664.2897666	-14.97104647	-0.592550025
37.85	-665.0402582	-14.99043902	0.005386835
37.9	-665.7907498	-14.97104647	0.630257783
37.95	-666.5412413	-14.88378001	0.457879584
38	-667.2742796	-14.88378001	-0.457879609
38.05	-668.0247712	-14.97104647	-0.624870986
38.1	-668.7752628	-14.99043902	0.037707731
38.15	-669.5257544	-14.97104647	0.813409643
38.2	-670.2762459	-14.87408374	0.926532838
38.25	-671.0092842	-14.84499491	0.32320913
38.3	-671.7597758	-14.84499491	-0.285501398
38.35	-672.4928141	-14.87408374	-0.775701911
38.4	-673.2433057	-14.9613502	-0.479426876
38.45	-673.9937972	-14.9613502	0.522521424
38.5	-674.7442888	-14.87408374	0.964240561
38.55	-675.4773271	-14.83529864	0.797249168
38.6	-676.2278187	-14.80620982	0.673352325
38.65	-676.960857	-14.73833591	0.037707731
38.7	-677.6938953	-14.80620982	-0.484813668
38.75	-678.4443868	-14.82560237	-0.317822301
38.8	-679.1774251	-14.83529864	-0.118510024
38.85	-679.9279167	-14.83529864	0.118509986
38.9	-680.660955	-14.82560237	0.323209121
38.95	-681.4114466	-14.80620982	0.527908254
39	-682.1444848	-14.7383359	0.183151828
39.05	-682.8775231	-14.79651355	-0.016160458
39.1	-683.6280147	-14.78681727	0.495587335
39.15	-684.361053	-14.70924708	0.37707729
39.2	-685.0940913	-14.70924709	-0.333982789
39.25	-685.8271296	-14.78681728	-0.307048654
39.3	-686.5776212	-14.78681727	0.522521444
39.35	-687.3106594	-14.69955081	0.781088702
39.4	-688.0436977	-14.67046199	0.29088818
39.45	-688.776736	-14.67046199	-0.290888217
39.5	-689.5097743	-14.69955081	-0.775701875
39.55	-690.2428126	-14.78681727	-0.484813666
39.6	-690.9933042	-14.78681727	0.490200495
39.65	-691.7263424	-14.69955081	0.813409623
39.7	-692.4593807	-14.67046199	0.474040076
39.75	-693.192419	-14.66076571	0.183151858
39.8	-693.9254573	-14.66076571	0.037707702
39.85	-694.6584956	-14.66076572	0.005386774
39.9	-695.3915339	-14.66076572	-1.67E-08
39.95	-696.1245722	-14.66076572	1.67E-08
40	-696.8576104	-14.66076572	0.005386863
40.05	-697.5906487	-14.66076571	0.03770776
40.1	-698.323687	-14.66076571	0.188538631
40.15	-699.0567253	-14.65106944	0.511747742
40.2	-699.7897636	-14.62198062	0.996561456
40.25	-700.5228019	-14.52501789	0.96424056
40.3	-701.2383869	-14.49592906	0.328595946
40.35	-701.9714252	-14.49592906	-0.285501398
40.4	-702.6870101	-14.52501789	-0.78108873
40.45	-703.4200484	-14.61228435	-0.517134607
40.5	-704.1530867	-14.61228435	0.339369586
40.55	-704.886125	-14.53471416	0.490200513
40.6	-705.60171	-14.52501789	-0.016160456
40.65	-706.3347483	-14.58319553	0.18315184
40.7	-707.0677866	-14.51532161	0.527908243
40.75	-707.7833716	-14.49592906	0.32859594
40.8	-708.5164098	-14.48623279	0.150830908
40.85	-709.2319948	-14.48623279	0.032320883
40.9	-709.9650331	-14.4862328	0.00538681
40.95	-710.6806181	-14.48623279	9.57E-09
41	-711.4136564	-14.48623279	0.005386809
41.05	-712.1292414	-14.4862328	0.03770774
41.1	-712.8622797	-14.48623279	0.183151868
41.15	-713.5778647	-14.47653652	0.474040065
41.2	-714.310903	-14.4474477	0.813409624
41.25	-715.026488	-14.36018123	0.490200469
41.3	-715.742073	-14.36018124	-0.484813722
41.35	-716.4576579	-14.4474477	-0.775701883
41.4	-717.1906962	-14.47653652	-0.285501353
41.45	-717.9062812	-14.47653652	0.328595965
41.5	-718.6393195	-14.4474477	0.964240553
41.55	-719.3549045	-14.35048496	0.991174618
41.6	-720.0704895	-14.32139614	0.47404002
41.65	-720.7860745	-14.31169987	0.005386828
41.7	-721.5016595	-14.32139614	-0.436332308
41.75	-722.2172445	-14.35048496	-0.808022806
41.8	-722.9328295	-14.43775142	-0.490200495
41.85	-723.6658678	-14.43775142	0.490200495
41.9	-724.3814527	-14.35048496	0.813409624
41.95	-725.0970377	-14.32139614	0.474040038
42	-725.8126227	-14.31169987	0.188538639
42.05	-726.5282077	-14.31169987	0.070028652
42.1	-727.2437927	-14.31169986	0.150830919
42.15	-727.9593777	-14.30200359	0.296275007
42.2	-728.6749627	-14.28261105	0.377077308
42.25	-729.3905477	-14.2244334	-0.140057279
42.3	-730.0886794	-14.30200359	-0.500974123
42.35	-730.8217177	-14.36018123	0.527908253
42.4	-731.5373027	-14.21473713	1.01272193
42.45	-732.2354344	-14.18564831	0.27472777
42.5	-732.9510194	-14.23412967	0.1454441
42.55	-733.6666044	-14.17595203	0.05386816
42.6	-734.3647361	-14.18564831	-0.630257813
42.65	-735.0803211	-14.27291477	-0.662578708
42.7	-735.7959061	-14.29230732	0.032320931
42.75	-736.511491	-14.27291477	0.818796443
42.8	-737.227076	-14.17595204	0.964240514
42.85	-737.9252077	-14.14686322	0.500974132
42.9	-738.6407927	-14.13716694	0.156217765
42.95	-739.3389244	-14.13716694	-0.113123179
43	-740.0545094	-14.14686321	-0.323209121
43.05	-740.7526411	-14.16625576	-0.522521424
43.1	-741.4682261	-14.23412968	-0.145444108
43.15	-742.1838111	-14.17595204	0.199312297
43.2	-742.8819428	-14.17595204	-0.016160456
43.25	-743.5975278	-14.22443341	0.479426875
43.3	-744.3131128	-14.13716694	1.045042851
43.35	-745.0112445	-14.04990048	0.479426867
43.4	-745.7093762	-14.09838185	-0.016160475
43.45	-746.4249612	-14.09838185	0.199312269
43.5	-747.1230929	-14.04020421	-0.14005729
43.55	-747.8212246	-14.10807812	-0.484813669
43.6	-748.5368096	-14.12747067	-0.140057282
43.65	-749.2349413	-14.12747067	0.360916841
43.7	-749.9505263	-14.09838185	0.964240517
43.75	-750.648658	-14.00141911	0.958853705
43.8	-751.3467897	-13.97233029	0.328595947
43.85	-752.0449214	-13.97233029	-0.28550136
43.9	-752.7430531	-14.00141911	-0.781088693
43.95	-753.4411848	-14.08868557	-0.517134607
44	-754.1567698	-14.08868558	0.344756413
44.05	-754.8549015	-14.01111538	0.522521444
44.1	-755.5530332	-14.00141911	0.134670454
44.15	-756.2511649	-14.04990048	0.506360913
44.2	-756.9667499	-13.96263402	1.018108702
44.25	-757.6474283	-13.87536756	0.328595966
44.3	-758.34556	-13.93354519	-0.33936954
44.35	-759.0436917	-13.95293774	-0.290888226
44.4	-759.7418234	-13.96263402	-0.145444136
44.45	-760.4399551	-13.96263402	-0.032320911
44.5	-761.1380868	-13.96263402	-0.005386782
44.55	-761.8362185	-13.96263401	0.005386845
44.6	-762.5343502	-13.96263401	0.037707703
44.65	-763.2324819	-13.96263402	0.183151794
44.7	-763.9306136	-13.95293775	0.474040032
44.75	-764.6287453	-13.92384892	0.813409643
44.8	-765.326877	-13.83658246	0.495587357
44.85	-766.0075554	-13.83658246	-0.452492735
44.9	-766.7056871	-13.92384892	-0.624870956
44.95	-767.4038188	-13.94324147	0.037707704
45	-768.1019505	-13.92384892	0.813409596
45.05	-768.8000822	-13.82688619	0.93191963
45.1	-769.4807606	-13.79779736	0.355530032
45.15	-770.1788923	-13.79779736	-0.134670473
45.2	-770.8595707	-13.81718991	-0.452492782
45.25	-771.5577024	-13.88506383	0.005386819
45.3	-772.2558341	-13.81718991	0.490200513
45.35	-772.9365125	-13.79779736	0.32320913
45.4	-773.6346442	-13.78810109	0.156217746
45.45	-774.3153226	-13.78810109	0.064641824
45.5	-775.0134543	-13.78810109	0.156217735
45.55	-775.6941328	-13.77840482	0.328595921
45.6	-776.3922645	-13.75901227	0.52252138
45.65	-777.0729429	-13.69113836	0.150830899
45.7	-777.7536213	-13.749316	-0.166991356
45.75	-778.451753	-13.749316	0.16699143
45.8	-779.1324314	-13.69113835	-0.145444081
45.85	-779.8131098	-13.75901227	-0.484813684
45.9	-780.5112415	-13.77840482	-0.14005729
45.95	-781.1919199	-13.77840482	0.360916851
46	-781.8900516	-13.749316	0.969627361
46.05	-782.57073	-13.65235326	0.991174616
46.1	-783.2514084	-13.62326444	0.47404002
46.15	-783.9320868	-13.61356817	0.005386828
46.2	-784.6127652	-13.62326444	-0.436332308
46.25	-785.2934436	-13.65235326	-0.808022806
46.3	-785.9741221	-13.73961972	-0.490200495
46.35	-786.6722538	-13.73961972	0.490200495
46.4	-787.3529322	-13.65235326	0.818796443
46.45	-788.0336106	-13.62326444	0.51174777
46.5	-788.714289	-13.61356817	0.36630366
46.55	-789.3949674	-13.60387189	0.511747798
46.6	-790.0756458	-13.57478307	0.818796461
46.65	-790.7563242	-13.48751661	0.490200502
46.7	-791.4195493	-13.48751661	-0.490200502
46.75	-792.1002277	-13.57478307	-0.808022822
46.8	-792.7809061	-13.60387189	-0.436332328
46.85	-793.4615845	-13.61356817	2.59E-08
46.9	-794.142263	-13.60387189	0.441719155
46.95	-794.8229414	-13.57478307	0.845730507
47	-795.5036198	-13.48751661	0.673352279
47.05	-796.1668449	-13.47782034	-0.016160481
47.1	-796.8475233	-13.53599798	0.005386847
47.15	-797.5282017	-13.47782034	0.053868232
47.2	-798.1914268	-13.48751661	-0.48481364
47.25	-798.8721052	-13.56508679	-0.339369556
47.3	-799.5527836	-13.56508679	0.522521398
47.35	-800.233462	-13.47782033	0.818796415
47.4	-800.8966872	-13.44873151	0.474040028
47.45	-801.5773656	-13.43903524	0.183151821
47.5	-802.2405907	-13.43903524	0.037707711
47.55	-802.9212691	-13.43903524	0.00538679
47.6	-803.5844942	-13.43903525	2.07E-12
47.65	-804.2651726	-13.43903524	0.005386847
47.7	-804.9283977	-13.43903524	0.032320931
47.75	-805.6090761	-13.43903524	0.150830936
47.8	-806.2723013	-13.42933897	0.32859595
47.85	-806.9529797	-13.40994642	0.527908243
47.9	-807.6162048	-13.3420725	0.18315183
47.95	-808.2794299	-13.40025015	-0.016160484
48	-808.9601083	-13.39055387	0.490200467
48.05	-809.6233334	-13.31298369	0.339369558
48.1	-810.2865585	-13.31298369	-0.517134579
48.15	-810.9497836	-13.40025015	-0.781088683
48.2	-811.6304621	-13.42933897	-0.285501371
48.25	-812.2936872	-13.42933897	0.328595957
48.3	-812.9743656	-13.40025014	0.964240561
48.35	-813.6375907	-13.30328741	0.996561454
48.4	-814.3008158	-13.27419859	0.511747733
48.45	-814.9640409	-13.26450232	0.183151794
48.5	-815.627266	-13.26450232	-1.06E-12
48.55	-816.2904912	-13.26450232	-0.177764975
48.6	-816.9537163	-13.27419859	-0.468653185
48.65	-817.6169414	-13.30328741	-0.775701893
48.7	-818.2801665	-13.39055387	-0.307048692
48.75	-818.9608449	-13.3808576	0.964240515
48.8	-819.62407	-13.26450232	1.626819231
48.85	-820.2872951	-13.14814703	0.964240551
48.9	-820.933067	-13.13845076	-0.307048657
48.95	-821.5962921	-13.22571722	-0.775701866
49	-822.2595172	-13.25480604	-0.468653208
49.05	-822.9227423	-13.26450231	-0.177765039
49.1	-823.5859674	-13.26450232	-1.94E-08
49.15	-824.2491925	-13.26450232	0.18315186
49.2	-824.9124177	-13.25480604	0.511747806
49.25	-825.5756428	-13.22571722	0.996561453
49.3	-826.2388679	-13.12875448	0.964240523
49.35	-826.8846397	-13.09966566	0.328595921
49.4	-827.5478648	-13.09966566	-0.285501408
49.45	-828.1936367	-13.12875449	-0.781088732
49.5	-828.8568618	-13.21602095	-0.517134606
49.55	-829.5200869	-13.21602095	0.339369595
49.6	-830.183312	-13.13845076	0.490200532
49.65	-830.8290838	-13.12875448	-0.016160428
49.7	-831.4923089	-13.18693212	0.18315184
49.75	-832.1555341	-13.11905821	0.527908217
49.8	-832.8013059	-13.09966566	0.32859593
49.85	-833.464531	-13.08996939	0.150830919
49.9	-834.1103028	-13.08996939	0.026934093
49.95	-834.7735279	-13.08996939	-0.026934093
50	-835.4192998	-13.08996939	-0.1454441
50.05	-836.0825249	-13.09966566	-0.285501381
50.1	-836.7282967	-13.11905821	-0.307048656
50.15	-837.3915218	-13.17723585	0.47404003
50.2	-838.0547469	-13.08027312	1.3089969
50.25	-838.7005188	-12.97361411	0.851117328
50.3	-839.3462906	-12.96391784	-0.156217727
50.35	-839.9920624	-13.04148802	-0.307048628
50.4	-840.6552875	-13.04148802	0.35014325
50.45	-841.3010593	-12.96391783	0.339369595
50.5	-841.9468312	-12.96391783	-0.377077324
50.55	-842.592603	-13.04148802	-0.490200532
50.6	-843.2558281	-13.0511843	0.053868158
50.65	-843.9015999	-12.99300666	0.00538681
50.7	-844.5473717	-13.0511843	-0.016160447
50.75	-845.2105969	-13.04148802	0.673352344
50.8	-845.8563687	-12.95422156	0.851117381
50.85	-846.5021405	-12.92513274	0.479426895
50.9	-847.1479123	-12.91543646	0.183151832
50.95	-847.7936842	-12.91543646	0.037707694
51	-848.439456	-12.91543647	0.00538679
51.05	-849.0852278	-12.91543647	1.79E-08
51.1	-849.7309996	-12.91543646	1.94E-08
51.15	-850.3767714	-12.91543646	-1.98E-08
51.2	-851.0225433	-12.91543647	-1.98E-08
51.25	-851.6683151	-12.91543647	1.98E-08
51.3	-852.3140869	-12.91543646	1.98E-08
51.35	-852.9598587	-12.91543646	0.005386799
51.4	-853.6056306	-12.91543647	0.037707712
51.45	-854.2514024	-12.91543647	0.18315186
51.5	-854.8971742	-12.90574019	0.474040074
51.55	-855.542946	-12.87665137	0.818796432
51.6	-856.1887179	-12.78938491	0.5279082
51.65	-856.8170364	-12.78938491	-0.307048692
51.7	-857.4628082	-12.8669551	-0.333982759
51.75	-858.10858	-12.8669551	0.377077344
51.8	-858.7543519	-12.7893849	0.490200513
51.85	-859.3826704	-12.77968863	-0.053868214
51.9	-860.0284422	-12.83786628	-8.03E-09
51.95	-860.674214	-12.77968864	0.059255025
52	-861.3025326	-12.78938491	-0.452492739
52.05	-861.9483044	-12.86695509	-0.18853864
52.1	-862.5940762	-12.85725882	0.845730509
52.15	-863.239848	-12.75059981	1.3089969
52.2	-863.8681666	-12.65363708	0.47404003
52.25	-864.4964851	-12.71181472	-0.307048656
52.3	-865.1422569	-12.73120727	-0.285501381
52.35	-865.7705755	-12.74090354	-0.1454441
52.4	-866.4163473	-12.74090354	-0.032320911
52.45	-867.0446658	-12.74090354	-0.005386819
52.5	-867.6904376	-12.74090354	0.005386819
52.55	-868.3187562	-12.74090354	0.032320913
52.6	-868.964528	-12.74090354	0.150830927
52.65	-869.5928465	-12.73120727	0.328595948
52.7	-870.2386183	-12.71181472	0.527908245
52.75	-870.8669369	-12.6439408	0.183151838
52.8	-871.4952554	-12.70211844	-0.016160465
52.85	-872.1410272	-12.69242217	0.490200495
52.9	-872.7693458	-12.61485198	0.339369558
52.95	-873.3976643	-12.61485199	-0.517134607
53	-874.0259828	-12.70211845	-0.781088702
53.05	-874.6717546	-12.73120727	-0.28550138
53.1	-875.3000732	-12.73120727	0.328595955
53.15	-875.945845	-12.70211844	0.964240561
53.2	-876.5741635	-12.60515571	0.996561456
53.25	-877.2024821	-12.57606689	0.511747742
53.3	-877.8308006	-12.56637062	0.18315181
53.35	-878.4591191	-12.56637062	1.94E-08
53.4	-879.0874376	-12.56637061	-0.177764993
53.45	-879.7157562	-12.57606689	-0.474040058
53.5	-880.3440747	-12.60515571	-0.813409633
53.55	-880.9723932	-12.69242217	-0.484813666
53.6	-881.6181651	-12.69242217	0.527908253
53.65	-882.2464836	-12.60515571	0.996561463
53.7	-882.8748021	-12.56637061	0.94808006
53.75	-883.5031207	-12.52758552	0.996561436
53.8	-884.1314392	-12.44031906	0.527908243
53.85	-884.7423044	-12.44031906	-0.484813658
53.9	-885.370623	-12.52758552	-0.813409615
53.95	-885.9989415	-12.55667434	-0.468653256
54	-886.62726	-12.56637062	-0.145444128
54.05	-887.2555785	-12.56637062	0.145444128
54.1	-887.8838971	-12.55667434	0.474040074
54.15	-888.5122156	-12.52758552	0.851117344
54.2	-889.1405341	-12.44031906	0.673352307
54.25	-889.7513994	-12.43062279	-0.016160481
54.3	-890.3797179	-12.48880043	0.005386819
54.35	-891.0080364	-12.43062279	0.053868213
54.4	-891.6189017	-12.44031906	-0.490200467
54.45	-892.2472202	-12.51788924	-0.371690471
54.5	-892.8755387	-12.51788924	0.371690471
54.55	-893.5038573	-12.44031906	0.495587285
54.6	-894.1147225	-12.43062279	-0.016160483
54.65	-894.743041	-12.48880043	0.183151831
54.7	-895.3713596	-12.42092651	0.527908252
54.75	-895.9822248	-12.40153396	0.328595967
54.8	-896.6105433	-12.39183769	0.150830955
54.85	-897.2214086	-12.39183768	0.032320913
54.9	-897.8497271	-12.39183769	0.005386793
54.95	-898.4605923	-12.39183769	-9.88E-09
55	-899.0889109	-12.39183769	0.005386828
55.05	-899.6997761	-12.39183769	0.032320937
55.1	-900.3280946	-12.39183768	0.150830918
55.15	-900.9389599	-12.38214142	0.328595902
55.2	-901.5672784	-12.36274887	0.527908197
55.25	-902.1781436	-12.29487496	0.183151823
55.3	-902.7890089	-12.3530526	-0.016160449
55.35	-903.4173274	-12.34335632	0.490200503
55.4	-904.0281927	-12.26578614	0.339369595
55.45	-904.6390579	-12.26578613	-0.517134577
55.5	-905.2499231	-12.3530526	-0.781088711
55.55	-905.8782417	-12.38214142	-0.285501389
55.6	-906.4891069	-12.38214142	0.32859595
55.65	-907.1174254	-12.35305259	0.964240568
55.7	-907.7282907	-12.25608986	0.996561473
55.75	-908.3391559	-12.22700103	0.511747761
55.8	-908.9500211	-12.21730476	0.188538612
55.85	-909.5608864	-12.21730477	0.032320885
55.9	-910.1717516	-12.21730477	-0.032320885
55.95	-910.7826169	-12.21730476	-0.183151794
56	-911.3934821	-12.22700103	-0.468653211
56.05	-912.0043473	-12.25608986	-0.775701903
56.1	-912.6152126	-12.34335632	-0.307048682
56.15	-913.2435311	-12.33366005	0.964240541
56.2	-913.8543963	-12.21730476	1.626819229
56.25	-914.4652616	-12.10094948	0.964240515
56.3	-915.0586735	-12.09125321	-0.307048692
56.35	-915.6695388	-12.17851967	-0.775701893
56.4	-916.280404	-12.20760849	-0.468653183
56.45	-916.8912692	-12.21730476	-0.177764966
56.5	-917.5021345	-12.21730476	1.85E-08
56.55	-918.1129997	-12.21730476	0.177765003
56.6	-918.723865	-12.20760849	0.479426821
56.65	-919.3347302	-12.17851967	0.851117319
56.7	-919.9455954	-12.09125321	0.673352333
56.75	-920.5390074	-12.08155694	-0.01077363
56.8	-921.1498726	-12.13973458	0.037707758
56.85	-921.7607379	-12.08155693	0.199312297
56.9	-922.3541498	-12.08155693	-0.199312323
56.95	-922.965015	-12.13973458	-0.032320921
57	-923.5758803	-12.08155694	0.048481388
57.05	-924.1692922	-12.09125321	-0.48481365
57.1	-924.7801575	-12.16882339	-0.339369558
57.15	-925.3910227	-12.16882339	0.522521398
57.2	-926.0018879	-12.08155693	0.818796415
57.25	-926.5952999	-12.05246811	0.47404003
57.3	-927.2061651	-12.04277184	0.183151831
57.35	-927.7995771	-12.04277184	0.037707738
57.4	-928.4104423	-12.04277184	0.005386837
57.45	-929.0038543	-12.04277184	2.99E-08
57.5	-929.6147195	-12.04277183	8.64E-09
57.55	-930.2081314	-12.04277184	-9.56E-09
